contest_type,question_no,q_rating,accuracy,avg_solving_time
4.0,1.0,1400.0,0.493,1678.656524678837
4.0,2.0,1400.0,0.7697401935812532,2019.9510258107214
4.0,3.0,2100.0,0.23350923482849603,2623.6610169491523
4.0,4.0,2300.0,0.54,2833.0493827160494
4.0,5.0,2200.0,0.5042016806722689,2986.1833333333334
4.0,6.0,2800.0,0.625,3183.0
4.0,1.0,1700.0,0.9746835443037974,748.3246753246754
4.0,2.0,1600.0,0.9807692307692307,903.9150326797386
4.0,3.0,2200.0,0.9090909090909091,1888.58
4.0,4.0,2400.0,0.9090909090909091,2198.7555555555555
4.0,5.0,3200.0,0.26666666666666666,2989.75
4.0,6.0,3400.0,0.3333333333333333,3579.5
1.0,1.0,1700.0,0.9689922480620154,999.4986666666666
1.0,2.0,1600.0,0.986737400530504,1300.6102150537633
1.0,3.0,2200.0,0.7288135593220338,2571.7906976744184
1.0,4.0,2400.0,0.76,2561.1052631578946
1.0,5.0,3200.0,0.75,3493.3333333333335
1.0,6.0,3400.0,0.0,0.0
2.0,1.0,800.0,0.9237611181702668,1183.9690508940853
2.0,2.0,1500.0,0.4993412384716733,2780.104661389622
2.0,3.0,1700.0,0.7654171704957679,2201.2006319115326
2.0,4.0,1600.0,0.8803827751196173,2201.429347826087
2.0,5.0,2200.0,0.24489795918367346,3194.3333333333335
2.0,6.0,2400.0,0.14285714285714285,3084.0
2.0,1.0,800.0,0.9908703590992087,677.6253071253071
2.0,2.0,1100.0,0.7787087235091178,1810.556329113924
2.0,3.0,1700.0,0.3555322496067121,2935.2300884955753
2.0,4.0,2000.0,0.3253588516746411,3413.2867647058824
2.0,5.0,2600.0,0.2,3787.0
2.0,6.0,2400.0,0.2857142857142857,3121.875
4.0,1.0,800.0,0.9275687815833801,882.9588377723971
4.0,2.0,1100.0,0.7947544983226593,1255.5736761320031
4.0,3.0,1300.0,0.8689601855431001,1287.5249110320285
4.0,4.0,2000.0,0.2835408022130014,2883.6560975609755
4.0,5.0,2400.0,0.5064516129032258,2818.1337579617834
4.0,6.0,2600.0,0.24528301886792453,2899.186813186813
4.0,7.0,3200.0,0.2692307692307692,2515.714285714286
1.0,1.0,1000.0,0.8087374581939799,1666.1116567588524
1.0,2.0,1400.0,0.536,2134.7159656264134
1.0,3.0,1900.0,0.47993943981831944,3168.698738170347
1.0,4.0,2200.0,0.6083650190114068,3916.665625
1.0,5.0,2500.0,0.5983935742971888,3720.0604026845635
1.0,6.0,2800.0,0.41379310344827586,3294.0555555555557
1.0,7.0,3400.0,0.0,0.0
2.0,1.0,1200.0,0.6071225071225071,1496.779446269357
2.0,2.0,1100.0,0.7746478873239436,2324.9576994434137
2.0,3.0,2200.0,0.2918781725888325,3743.1391304347826
2.0,4.0,2100.0,0.2689450222882615,3296.8508287292816
2.0,5.0,2600.0,0.0,0.0
4.0,1.0,800.0,0.9654214263661623,793.0807483210746
4.0,2.0,1300.0,0.7276526162790697,1739.5857677902623
4.0,3.0,1600.0,0.5518967334035827,2043.8071599045345
4.0,4.0,1900.0,0.7289890377588307,3130.5764411027567
4.0,5.0,2600.0,0.47619047619047616,3353.9545454545455
4.0,6.0,2800.0,0.2169811320754717,4746.130434782609
4.0,7.0,3200.0,0.18604651162790697,3506.25
4.0,8.0,3500.0,0.0,0.0
4.0,1.0,1000.0,0.8848484848484849,1152.7414383561643
4.0,2.0,1600.0,0.8862068965517241,1533.6614785992217
4.0,3.0,2500.0,0.15151515151515152,1721.5
4.0,1.0,800.0,0.8756756756756757,1562.273148148148
4.0,2.0,1500.0,0.2875226039783002,1962.5849056603774
4.0,3.0,1400.0,0.8847058823529412,2326.8882978723404
4.0,4.0,2100.0,0.24719101123595505,2647.7727272727275
4.0,5.0,2100.0,0.05454545454545454,3786.8333333333335
4.0,6.0,2300.0,0.3333333333333333,952.0
2.0,1.0,800.0,0.9361616161616162,1354.039706517048
2.0,2.0,1500.0,0.2963821892393321,1908.4616588419406
2.0,3.0,1400.0,0.8930899608865711,2364.8503649635036
2.0,4.0,2100.0,0.3026706231454006,3143.107843137255
2.0,5.0,2100.0,0.11764705882352941,2869.1969696969695
2.0,6.0,2300.0,0.5714285714285714,3045.125
4.0,1.0,800.0,0.9664179104477612,103453.2972972973
4.0,2.0,1200.0,0.6244131455399061,21327.233082706767
2.0,1.0,800.0,0.9863893168977915,832.0624837281957
2.0,2.0,1200.0,0.8972789115646258,1768.2437452615618
2.0,3.0,1500.0,0.39458635150590926,2339.6898550724636
2.0,4.0,2000.0,0.4156521739130435,3429.317991631799
2.0,5.0,2400.0,0.45454545454545453,2899.5
2.0,1.0,800.0,0.9027149321266968,751.7838345864661
2.0,2.0,900.0,0.8997613365155132,1222.3507957559682
2.0,3.0,1300.0,0.7432859399684044,1682.0010626992562
2.0,4.0,1800.0,0.31966053748231965,2754.526548672566
2.0,5.0,1700.0,0.7991543340380549,2889.915343915344
2.0,6.0,2500.0,0.42857142857142855,2426.0
