contest_type,question_no,q_rating,accuracy,avg_solving_time
3.0,1.0,800.0,0.9915675251666884,934.7635308853583
3.0,2.0,800.0,0.9320214669051878,953.5792853979034
3.0,3.0,1300.0,0.5900941687794278,2683.691115543962
3.0,4.0,1800.0,0.793939393939394,3043.9809160305344
3.0,5.0,1900.0,0.645021645021645,2841.1577181208054
3.0,6.0,2100.0,0.5436241610738255,2528.3024691358023
3.0,7.0,2400.0,0.29411764705882354,2314.6
2.0,1.0,1200.0,0.6792973420399154,1822.227186569185
2.0,2.0,1300.0,0.8690948925099274,1819.9287852528753
2.0,3.0,1600.0,0.6787340619307832,2334.6766185843676
2.0,4.0,2100.0,0.4826530612244898,2944.966173361522
2.0,5.0,2700.0,0.03731343283582089,3547.0
4.0,1.0,-1.0,1.0,92995.57641921398
4.0,2.0,-1.0,1.0,6608.477088948787
4.0,3.0,-1.0,1.0,5093.495844875346
4.0,4.0,-1.0,1.0,8304.558739255015
4.0,5.0,-1.0,1.0,21837.459574468085
4.0,6.0,-1.0,1.0,21503.729468599035
4.0,7.0,-1.0,1.0,2734.346153846154
4.0,8.0,-1.0,1.0,22756.2
4.0,9.0,-1.0,1.0,59669.5625
4.0,10.0,-1.0,1.0,3044.4430379746836
2.0,1.0,1100.0,0.7112051753054868,1661.801010668164
2.0,2.0,1300.0,0.8542260750541805,1690.9361730538124
2.0,3.0,1500.0,0.9191959798994975,1986.00830964356
2.0,4.0,2000.0,0.3127413127413127,2067.7522633744857
2.0,5.0,2100.0,0.5532118887823586,2401.847487001733
2.0,6.0,2700.0,0.2468354430379747,3240.8205128205127
2.0,7.0,2700.0,0.47058823529411764,2382.0833333333335
2.0,1.0,1100.0,0.8363832077502691,1461.7231957231957
2.0,2.0,1300.0,0.7095402604305076,1556.276654182272
2.0,3.0,1400.0,0.8075467234445233,1866.3253259118208
2.0,4.0,1700.0,0.7084967320261438,2387.54950799508
2.0,5.0,1900.0,0.6105569409808811,1872.5228046289992
2.0,6.0,2100.0,0.5829042224510813,2151.0265017667843
2.0,7.0,2800.0,0.13725490196078433,2451.714285714286
1.0,1.0,1700.0,0.919104991394148,1316.7340823970037
1.0,2.0,1900.0,0.6828110161443495,3101.1585535465924
1.0,3.0,2500.0,0.5362637362637362,3869.7868852459014
1.0,4.0,2900.0,0.6379310344827587,3172.5945945945946
1.0,5.0,3000.0,0.7021276595744681,3176.6666666666665
1.0,6.0,3300.0,0.8888888888888888,2540.5
2.0,1.0,1000.0,0.8415695145293196,1652.1584823736173
