contest_type,question_no,q_rating,accuracy,avg_solving_time
2.0,1.0,900.0,0.8932374100719425,1052.7068298969073
2.0,2.0,1500.0,0.46489405899459907,1905.698838248436
2.0,3.0,1200.0,0.8087679516250945,1970.1364485981308
2.0,4.0,1900.0,0.2056451612903226,3393.281045751634
2.0,5.0,2300.0,0.14634146341463414,3469.3333333333335
4.0,1.0,800.0,0.954484153742414,1183.730837160014
4.0,2.0,1400.0,0.5835987261146497,1444.9638472032743
4.0,3.0,1500.0,0.8033033033033034,2506.4878504672897
4.0,4.0,2500.0,0.07718120805369127,2923.1304347826085
4.0,5.0,2000.0,0.25894988066825775,2631.8294930875577
4.0,6.0,2400.0,0.2926829268292683,4015.0
2.0,1.0,800.0,0.8575458392101551,1064.718280075188
2.0,2.0,1300.0,0.7178378378378378,1742.5753012048192
2.0,3.0,1500.0,0.583868665239115,2420.1864303178486
2.0,4.0,2200.0,0.18108974358974358,3210.433628318584
2.0,5.0,2400.0,0.40384615384615385,3631.095238095238
2.0,1.0,900.0,0.8083873957367933,1046.3144167383205
2.0,2.0,1100.0,0.7376971980221333,1511.352377912544
2.0,3.0,1600.0,0.5945054945054945,2359.6682070240295
2.0,4.0,1800.0,0.5675944333996024,2795.2224168126095
2.0,5.0,2500.0,0.11,2663.2727272727275
1.0,1.0,1600.0,0.9090909090909091,1653.98125
1.0,2.0,2500.0,0.4883720930232558,3859.4603174603176
1.0,3.0,2900.0,0.37142857142857144,5219.076923076923
1.0,4.0,3100.0,0.4,5528.0
1.0,5.0,3300.0,0.0,0.0
2.0,1.0,800.0,0.9906520747834018,806.4237054085155
2.0,2.0,1100.0,0.9181320265206111,1492.6483516483515
2.0,3.0,1600.0,0.40513000702740687,2898.232437120555
2.0,4.0,2500.0,0.05333333333333334,3845.75
2.0,5.0,2900.0,0.0,0.0
2.0,1.0,800.0,0.9807650745623514,1025.9949316879683
2.0,2.0,1400.0,0.6213034740166523,3289.8493530499077
2.0,3.0,2100.0,0.29566563467492263,3543.282722513089
2.0,4.0,2100.0,0.29571984435797666,3823.0131578947367
2.0,5.0,2600.0,0.0,0.0
4.0,1.0,800.0,0.9113971980310488,1364.2750311591192
4.0,2.0,1500.0,0.5006954102920723,1569.9777777777779
4.0,3.0,1500.0,0.7479541734860884,1802.7472647702407
4.0,4.0,1900.0,0.46484375,1911.3949579831933
4.0,5.0,2100.0,0.8742138364779874,2314.9208633093526
4.0,6.0,2800.0,0.05405405405405406,2838.0
1.0,1.0,1900.0,0.889937106918239,2196.9081272084804
1.0,2.0,1800.0,0.8913738019169329,2288.0358422939066
1.0,3.0,2600.0,0.5348837209302325,3447.978260869565
1.0,4.0,3100.0,0.23809523809523808,3642.8
1.0,5.0,3300.0,0.0,0.0
2.0,1.0,800.0,0.9490320999754962,1112.14433255874
2.0,2.0,1200.0,0.8490453460620525,1742.321855235418
2.0,3.0,1500.0,0.6943765281173594,1992.5786384976525
2.0,4.0,1900.0,0.6542443064182195,2933.5759493670885
2.0,5.0,1800.0,0.6621621621621622,2628.9285714285716
2.0,6.0,2600.0,0.0,0.0
1.0,1.0,1400.0,0.9982046678635548,704.6852517985611
1.0,2.0,1700.0,0.9001814882032668,1782.6995967741937
1.0,3.0,2400.0,0.46190476190476193,3304.659793814433
1.0,4.0,2600.0,0.20652173913043478,3269.2631578947367
1.0,5.0,2800.0,0.5416666666666666,3873.3846153846152
1.0,6.0,3000.0,0.5625,2885.6666666666665
2.0,1.0,1000.0,0.7970565453137103,1355.9426627793976
2.0,2.0,1400.0,0.48158464871556794,1737.5886889460155
2.0,3.0,1400.0,0.7720786733513305,2487.958041958042
2.0,4.0,1700.0,0.5430680885972108,2897.7069486404835
2.0,5.0,2400.0,0.0,0.0
2.0,6.0,2600.0,0.022222222222222223,3605.0
1.0,1.0,1500.0,0.9156626506024096,1014.4517543859649
1.0,2.0,1700.0,0.9563318777292577,1691.4931506849316
1.0,3.0,2000.0,0.7723785166240409,2785.228476821192
1.0,4.0,2500.0,0.7652173913043478,2835.5113636363635
1.0,5.0,3000.0,0.6875,3348.0
1.0,6.0,3300.0,0.0,0.0
2.0,1.0,900.0,0.8097933767336541,1303.9674938832577
2.0,2.0,1400.0,0.3752066115702479,2776.1674008810573
2.0,3.0,1500.0,0.7227011494252874,3091.0566600397615
2.0,4.0,1700.0,0.8559322033898306,2782.138613861386
2.0,5.0,2000.0,0.35074626865671643,3353.2978723404253
2.0,6.0,2500.0,0.2857142857142857,4273.0
4.0,1.0,1000.0,0.8309859154929577,1692.8223072717333
4.0,2.0,1600.0,0.4330616996507567,1831.6626344086021
4.0,3.0,1800.0,0.6097560975609756,2500.174285714286
4.0,4.0,1700.0,0.7313432835820896,1991.1904761904761
4.0,5.0,1900.0,0.7165991902834008,1848.7966101694915
4.0,6.0,2200.0,0.6048387096774194,2180.0
4.0,1.0,1100.0,0.9430199430199431,1813.3413897280966
4.0,2.0,2300.0,0.14746543778801843,2947.234375
4.0,3.0,2400.0,0.8703703703703703,1804.2340425531916
4.0,4.0,1700.0,0.7130681818181818,2178.422310756972
4.0,5.0,2600.0,0.7857142857142857,2700.5454545454545
4.0,6.0,2600.0,0.8181818181818182,2665.8333333333335
4.0,7.0,1300.0,0.8820422535211268,1527.1756487025948
4.0,8.0,1500.0,0.9333333333333333,1236.313775510204
4.0,9.0,2200.0,0.7793103448275862,2139.238938053097
4.0,10.0,1200.0,0.9982935153583617,1808.6837606837607
4.0,11.0,1800.0,0.953307392996109,1749.1183673469388
4.0,12.0,2100.0,0.8984375,2128.426086956522
4.0,13.0,1800.0,1.0,2426.313131313131
4.0,14.0,2600.0,1.0,3121.304347826087
4.0,15.0,1300.0,0.9264990328820116,1320.80375782881
4.0,16.0,2700.0,0.5333333333333333,3538.125
4.0,17.0,3200.0,0.0,0.0
2.0,1.0,1400.0,0.49576629974597797,2104.8394534585823
2.0,2.0,1600.0,0.532871972318339,2524.3939393939395
2.0,3.0,1700.0,0.6806833114323259,2434.4362934362935
2.0,4.0,2100.0,0.3151750972762646,2784.8024691358023
2.0,5.0,2000.0,0.7121212121212122,2113.7872340425533
4.0,1.0,2400.0,0.8888888888888888,2769.75
4.0,2.0,2600.0,0.85,2890.470588235294
4.0,3.0,2600.0,0.7222222222222222,1752.6153846153845
4.0,4.0,2800.0,0.6923076923076923,4368.888888888889
4.0,5.0,3100.0,0.4,4340.0
4.0,6.0,3000.0,0.5,3526.0
4.0,7.0,3300.0,0.0,0.0
1.0,1.0,1500.0,0.9944029850746269,769.7298311444653
1.0,2.0,1800.0,0.6730038022813688,1349.9293785310736
1.0,3.0,1900.0,0.8980477223427332,1966.4202898550725
1.0,4.0,2500.0,0.4965034965034965,3140.450704225352
1.0,5.0,2900.0,0.6666666666666666,3076.818181818182
2.0,1.0,800.0,0.9530666666666666,1033.7020145495244
2.0,2.0,1000.0,0.9614716106604867,1001.5471527568545
2.0,3.0,1500.0,0.7190452511188463,2251.2344398340247
2.0,4.0,1800.0,0.14296028880866427,2364.5454545454545
2.0,5.0,1900.0,0.5525291828793775,2651.5985915492956
1.0,1.0,1700.0,0.934322033898305,1580.9705215419501
1.0,2.0,1900.0,0.8537735849056604,2418.223756906077
1.0,3.0,2900.0,0.12408759124087591,3476.4117647058824
1.0,4.0,2600.0,0.581081081081081,2827.8837209302324
1.0,5.0,2800.0,0.65625,2550.2380952380954
2.0,1.0,800.0,0.958794746330157,961.7217297878055
2.0,2.0,1100.0,0.9162445119891929,1734.5543678584593
2.0,3.0,1700.0,0.5826833073322933,3145.5729585006693
2.0,4.0,1900.0,0.3165266106442577,3002.716814159292
2.0,5.0,2900.0,0.0,0.0
2.0,1.0,1100.0,0.7727411013081837,1467.131496062992
2.0,2.0,1200.0,0.7979236188357434,1344.5004646840148
2.0,3.0,1600.0,0.6976744186046512,2793.304938271605
2.0,4.0,1900.0,0.44045368620037806,2471.6437768240344
2.0,5.0,2600.0,0.25,3512.5
4.0,1.0,1200.0,0.9566160520607375,1699.5963718820863
4.0,2.0,1600.0,0.9840637450199203,1982.331983805668
4.0,3.0,1600.0,0.9789915966386554,1310.8755364806866
4.0,4.0,1400.0,0.9720930232558139,1059.6363636363637
4.0,5.0,1800.0,0.9635036496350365,1106.5681818181818
4.0,6.0,1800.0,0.95,1388.3684210526317
4.0,7.0,1900.0,0.8876404494382022,1474.113924050633
4.0,8.0,1900.0,0.8983050847457628,1285.6415094339623
4.0,9.0,2500.0,0.75,2674.5
4.0,10.0,3000.0,0.0,0.0
2.0,1.0,800.0,0.9621150177159989,887.4793201133144
2.0,2.0,1300.0,0.6142451938228806,1680.2380708055414
2.0,3.0,1600.0,0.42185792349726775,2805.199481865285
2.0,4.0,2000.0,0.4382716049382716,3312.943661971831
2.0,5.0,2500.0,0.022727272727272728,3373.0
4.0,1.0,800.0,0.8586179507545671,1005.2687326549491
4.0,2.0,1600.0,0.5569469290399522,1414.6017130620985
4.0,3.0,1600.0,0.37138657520823126,1402.523746701847
4.0,4.0,1700.0,0.39932885906040266,2220.840336134454
4.0,5.0,2200.0,0.38222222222222224,2109.2906976744184
4.0,6.0,2500.0,0.21052631578947367,3087.5
4.0,1.0,3100.0,1.0,411597.5043290043
1.0,1.0,1400.0,0.9600725952813067,1197.9962192816636
1.0,2.0,2200.0,0.49261083743842365,3141.12
1.0,3.0,2400.0,0.7341040462427746,3318.2755905511813
1.0,4.0,2900.0,0.6521739130434783,2865.9333333333334
1.0,5.0,3100.0,0.23076923076923078,4592.333333333333
2.0,1.0,800.0,0.9121384157880508,1140.57854179016
2.0,2.0,1000.0,0.8773913043478261,1325.1625371655105
2.0,3.0,1400.0,0.7550607287449392,2444.4155495978553
2.0,4.0,2200.0,0.06990291262135923,3596.777777777778
2.0,5.0,2400.0,0.22058823529411764,4412.933333333333
2.0,1.0,800.0,0.9982282966337636,669.2692697768763
2.0,2.0,1400.0,0.5463278586922838,2308.310266591038
2.0,3.0,1500.0,0.9338235294117647,2302.1853972798854
2.0,4.0,2300.0,0.044797687861271675,3507.7096774193546
2.0,5.0,2300.0,0.25,3996.6666666666665
2.0,1.0,800.0,0.8948871750928307,1118.7976380466007
2.0,2.0,1500.0,0.6126038104543234,2091.66028708134
2.0,3.0,1500.0,0.6210750399148484,2095.5244215938305
2.0,4.0,2000.0,0.5102974828375286,3276.6726457399104
2.0,5.0,2400.0,0.08917197452229299,3084.1428571428573
2.0,1.0,1100.0,0.7296050735082156,1257.5144211774002
2.0,2.0,1400.0,0.6615062761506276,1903.0961416824794
2.0,3.0,2100.0,0.22941970310391363,2374.076470588235
2.0,4.0,1800.0,0.3777219430485762,3207.3525498891354
2.0,5.0,2300.0,0.3103448275862069,2885.814814814815
1.0,1.0,1800.0,0.727906976744186,1935.1373801916932
1.0,2.0,2000.0,0.648854961832061,2569.2039215686273
1.0,3.0,2800.0,0.4642857142857143,3615.0
1.0,4.0,2900.0,0.4666666666666667,3925.9285714285716
1.0,5.0,3300.0,0.0,0.0
2.0,1.0,800.0,0.9473514211886305,1062.1796795090352
2.0,2.0,1000.0,0.8769497400346621,1001.1790513833992
2.0,3.0,1800.0,0.25963808025177026,3330.4636363636364
2.0,4.0,2000.0,0.1894273127753304,3901.751937984496
2.0,5.0,2800.0,0.0,0.0
4.0,1.0,1500.0,0.9256198347107438,656.5982142857143
4.0,2.0,1600.0,0.9916666666666667,1271.672268907563
4.0,3.0,2400.0,0.5375,3993.0
4.0,4.0,2900.0,0.34615384615384615,4094.222222222222
4.0,5.0,2700.0,0.6764705882352942,3811.2608695652175
4.0,6.0,2900.0,1.0,1036.0
4.0,7.0,3200.0,0.1111111111111111,3360.0
2.0,1.0,800.0,0.9025974025974026,1387.4369304556355
2.0,2.0,1300.0,0.741190765492102,2260.031967213115
2.0,3.0,1500.0,0.7406559877955758,2518.0123583934087
2.0,4.0,1600.0,0.8408018867924528,2979.4025245441794
2.0,5.0,2400.0,0.16393442622950818,4616.4
2.0,6.0,2900.0,0.0,0.0
1.0,1.0,1500.0,0.9117647058823529,765.0870967741936
1.0,2.0,1600.0,0.9761194029850746,1657.1987767584098
1.0,3.0,2400.0,0.4887640449438202,4536.609195402299
1.0,4.0,2900.0,0.16666666666666666,7619.0
1.0,5.0,2700.0,0.5789473684210527,3633.590909090909
1.0,6.0,2900.0,0.9166666666666666,4054.0
1.0,7.0,3200.0,0.2222222222222222,6377.5
2.0,1.0,900.0,0.8976552598225602,1280.3833392163783
2.0,2.0,1000.0,0.8528695652173913,1454.4163947797715
2.0,3.0,1300.0,0.7023041474654378,1512.6627296587926
2.0,4.0,1400.0,0.8302502720348205,1599.3302752293578
2.0,5.0,1500.0,0.737984496124031,1072.5493697478992
2.0,6.0,1700.0,0.6515679442508711,2796.0588235294117
2.0,7.0,2300.0,0.1048951048951049,3682.0333333333333
1.0,1.0,1800.0,0.775623268698061,1585.8714285714286
1.0,2.0,2000.0,0.659016393442623,2593.228855721393
1.0,3.0,2500.0,0.5196078431372549,3237.9622641509436
1.0,4.0,3000.0,0.23684210526315788,3234.5555555555557
1.0,5.0,3100.0,0.2222222222222222,4410.0
2.0,1.0,1100.0,0.8663077613279497,1428.5334023821854
2.0,2.0,1100.0,0.9567708333333333,1485.3696243875884
2.0,3.0,1800.0,0.24703087885985747,2854.0544871794873
2.0,4.0,2000.0,0.24725274725274726,3808.911111111111
2.0,5.0,3000.0,0.0,0.0
4.0,1.0,3000.0,1.0,500674.56074766355
4.0,1.0,1000.0,0.974025974025974,459.5706666666667
4.0,2.0,1400.0,0.9050131926121372,986.804664723032
4.0,3.0,1800.0,0.7024793388429752,1818.6980392156863
4.0,4.0,2400.0,0.44021739130434784,1992.5802469135801
4.0,5.0,2000.0,0.805668016194332,2328.115577889447
4.0,6.0,3000.0,0.3888888888888889,3416.8571428571427
4.0,7.0,2300.0,0.0,0.0
1.0,1.0,1400.0,0.9070631970260223,920.7049180327868
1.0,2.0,1800.0,0.8007518796992481,1987.3239436619717
1.0,3.0,2400.0,0.3473053892215569,2510.189655172414
1.0,4.0,2000.0,0.888235294117647,2728.1721854304637
1.0,5.0,3000.0,0.1111111111111111,4485.0
1.0,6.0,2300.0,0.3333333333333333,2436.0
2.0,1.0,800.0,0.9542547958681751,945.4257731958763
2.0,2.0,1000.0,0.8322751322751323,1095.4698029243484
2.0,3.0,1400.0,0.7032640949554896,2250.6761603375526
2.0,4.0,1800.0,0.40368271954674223,2745.2245614035087
2.0,5.0,2000.0,0.5,2815.1882352941175
4.0,1.0,1600.0,0.5624082232011748,1740.2924281984335
4.0,2.0,1400.0,0.888235294117647,1846.7764900662253
4.0,3.0,1300.0,0.7546798029556651,1851.1227154046996
4.0,4.0,1800.0,0.46756756756756757,2154.658959537572
4.0,5.0,2100.0,0.6724137931034483,2618.141025641026
4.0,6.0,2400.0,0.08602150537634409,2253.75
1.0,1.0,1800.0,0.7408906882591093,1575.6612021857923
1.0,2.0,2000.0,0.5418994413407822,2229.8865979381444
1.0,3.0,2200.0,0.8181818181818182,2951.1190476190477
1.0,4.0,3100.0,0.6666666666666666,2737.5
1.0,5.0,2600.0,0.47619047619047616,2611.75
2.0,1.0,800.0,0.9066166119192868,954.5450310559006
2.0,2.0,1800.0,0.26019080659150046,2901.86
2.0,3.0,2000.0,0.2403846153846154,3570.744
2.0,4.0,2200.0,0.3617021276595745,3840.470588235294
2.0,5.0,3100.0,0.0,0.0
4.0,1.0,2400.0,0.7297297297297297,1489.111111111111
4.0,2.0,2200.0,0.9069767441860465,2094.871794871795
4.0,3.0,2600.0,0.15384615384615385,3703.5
4.0,4.0,2000.0,0.7441860465116279,1274.9375
4.0,5.0,3100.0,0.5,3780.0
