contest_id,q_rating,contest_type,question_no,accuracy,avg_solving_time,sub_ratio,tried_but_cannot_solved,total_participant,total_correct_sub_for_each_q,total_sub_for_each_q,total_time_to_sove_q
1357,-1,4,1,1.0,41167.14974182444,0.8843226788432268,0,657,581,581,23918114
1357,-1,4,2,1.0,4872.46088794926,0.7199391171993912,0,657,473,473,2304674
1357,-1,4,3,1.0,9860.352402745995,0.665144596651446,0,657,437,437,4308974
1357,-1,4,4,1.0,14808.664536741215,0.4764079147640791,0,657,313,313,4635112
1357,-1,4,5,0.9502262443438914,14509.857142857143,0.319634703196347,11,657,210,221,3047070
1357,-1,4,6,1.0,20638.376811594204,0.2100456621004566,0,657,138,138,2848096
1357,-1,4,7,1.0,15102.333333333334,0.2420091324200913,0,657,159,159,2401271
1357,-1,4,8,0.8384279475982532,15638.921875,0.2922374429223744,37,657,192,229,3002673
1357,-1,4,9,0.955,10254.921465968586,0.2907153729071537,9,657,191,200,1958690
1357,-1,4,10,1.0,14637.876923076923,0.4946727549467275,0,657,325,325,4757310
1357,-1,4,11,1.0,6391.167857142857,0.426179604261796,0,657,280,280,1789527
1357,-1,4,12,1.0,32870.935779816515,0.1659056316590563,0,657,109,109,3582932
1357,-1,4,13,1.0,12863.145833333334,0.1461187214611872,0,657,96,96,1234862
1357,-1,4,14,1.0,14030.595505617977,0.1354642313546423,0,657,89,89,1248723
1357,-1,4,15,1.0,15067.0,0.1050228310502283,0,657,69,69,1039623
1357,-1,4,16,1.0,19595.859375,0.0974124809741248,0,657,64,64,1254135
1357,-1,4,17,0.9714285714285714,14924.817647058824,0.258751902587519,5,657,170,175,2537219
1357,-1,4,18,0.9393939393939394,58725.45161290323,0.0471841704718417,2,657,31,33,1820489
1368,800,0,1,0.9332348826364061,1168.9492795869076,0.895777379886601,859,13404,12007,12866,14035574
1368,1500,0,2,0.5084427767354597,2037.4185556141276,0.4245747538048344,5502,13404,5691,11193,11594949
1368,1500,0,3,0.874251497005988,2495.0363394216133,0.39212175470008953,756,13404,5256,6012,13113911
1368,1700,0,4,0.6878761822871883,1746.41125,0.23873470605789315,1452,13404,3200,4652,5588516
1368,2500,0,5,0.16609706083390294,3205.514403292181,0.01812891674127126,1220,13404,243,1463,778940
1368,2600,0,6,0.271513353115727,3735.437158469945,0.013652641002685765,491,13404,183,674,683585
1368,3200,0,7,0.5,3692.0,0.0008952551477170994,12,13404,12,24,44304
1368,3300,0,8,0.1935483870967742,2241.3333333333335,0.0004476275738585497,25,13404,6,31,13448
1368,3500,0,9,0.0,0.0,0.0,5,13404,0,5,0
1367,800,3,1,0.9915675251666884,934.7635308853583,0.9474703310430981,129,16010,15169,15298,14179428
1367,800,3,2,0.9320214669051878,953.5792853979034,0.8460961898813242,988,16010,13546,14534,12917185
1367,1300,3,3,0.5900941687794278,2683.691115543962,0.4070580886945659,4527,16010,6517,11044,17489615
1367,1800,3,4,0.793939393939394,3043.9809160305344,0.04909431605246721,204,16010,786,990,2392569
1367,1900,3,5,0.645021645021645,2841.1577181208054,0.018613366645846344,164,16010,298,462,846665
1367,2100,3,6,0.5436241610738255,2528.3024691358023,0.010118675827607745,136,16010,162,298,409585
1367,2400,3,7,0.29411764705882354,2314.6,0.0003123048094940662,12,16010,5,17,11573
1364,1200,2,1,0.6792973420399154,1822.227186569185,0.6544391281233386,3487,11286,7386,10873,13458970
1364,1300,2,2,0.8690948925099274,1819.9287852528753,0.5623781676413255,956,11286,6347,7303,11551088
1364,1600,2,3,0.6787340619307832,2334.6766185843676,0.26413255360623783,1411,11286,2981,4392,6959671
1364,2100,2,4,0.4826530612244898,2944.966173361522,0.04191033138401559,507,11286,473,980,1392969
1364,2700,2,5,0.03731343283582089,3547.0,0.0004430267588162325,129,11286,5,134,17735
1356,-1,4,1,1.0,92995.57641921398,0.7979094076655052,0,574,458,458,42591974
1356,-1,4,2,1.0,6608.477088948787,0.6463414634146342,0,574,371,371,2451745
1356,-1,4,3,1.0,5093.495844875346,0.6289198606271778,0,574,361,361,1838752
1356,-1,4,4,1.0,8304.558739255015,0.60801393728223,0,574,349,349,2898291
1356,-1,4,5,1.0,21837.459574468085,0.4094076655052265,0,574,235,235,5131803
1356,-1,4,6,1.0,21503.729468599035,0.3606271777003484,0,574,207,207,4451272
1356,-1,4,7,1.0,2734.346153846154,0.3623693379790941,0,574,208,208,568744
1356,-1,4,8,1.0,22756.2,0.40069686411149824,0,574,230,230,5233926
1356,-1,4,9,1.0,59669.5625,0.13937282229965156,0,574,80,80,4773565
1356,-1,4,10,1.0,3044.4430379746836,0.13763066202090593,0,574,79,79,240511
1366,1100,2,1,0.7112051753054868,1661.801010668164,0.6752862667778873,3616,13187,8905,12521,14798338
1366,1300,2,2,0.8542260750541805,1690.9361730538124,0.5679077879730037,1278,13187,7489,8767,12663421
1366,1500,2,3,0.9191959798994975,1986.00830964356,0.3467809206036248,402,13187,4573,4975,9082016
1366,2000,2,4,0.3127413127413127,2067.7522633744857,0.09213619473724122,2670,13187,1215,3885,2512319
1366,2100,2,5,0.5532118887823586,2401.847487001733,0.04375521346780921,466,13187,577,1043,1385866
1366,2700,2,6,0.2468354430379747,3240.8205128205127,0.0029574581026768788,119,13187,39,158,126392
1366,2700,2,7,0.47058823529411764,2382.0833333333335,0.0018199742170319254,27,13187,24,51,57170
1365,1100,2,1,0.8363832077502691,1461.7231957231957,0.7634343587030459,1976,13231,10101,12077,14764866
1365,1300,2,2,0.7095402604305076,1556.276654182272,0.6053964175043458,3279,13231,8010,11289,12465776
1365,1400,2,3,0.8075467234445233,1866.3253259118208,0.51598518630489,1627,13231,6827,8454,12741403
1365,1700,2,4,0.7084967320261438,2387.54950799508,0.2457864107021389,1338,13231,3252,4590,7764311
1365,1900,2,5,0.6105569409808811,1872.5228046289992,0.11102713324767591,937,13231,1469,2406,2750736
1365,2100,2,6,0.5829042224510813,2151.0265017667843,0.04277832363389011,405,13231,566,971,1217481
1365,2800,2,7,0.13725490196078433,2451.714285714286,0.0005290605396417505,44,13231,7,51,17162
1361,1700,1,1,0.919104991394148,1316.7340823970037,0.9104859335038363,94,1173,1068,1162,1406272
1361,1900,1,2,0.6828110161443495,3101.1585535465924,0.6129582267689685,334,1173,719,1053,2229733
1361,2500,1,3,0.5362637362637362,3869.7868852459014,0.20801364023870417,211,1173,244,455,944228
1361,2900,1,4,0.6379310344827587,3172.5945945945946,0.03154305200341006,21,1173,37,58,117386
1361,3000,1,5,0.7021276595744681,3176.6666666666665,0.028132992327365727,14,1173,33,47,104830
1361,3300,1,6,0.8888888888888888,2540.5,0.0068201193520886615,1,1173,8,9,20324
1362,1000,2,1,0.8415695145293196,1652.1584823736173,0.803138492195284,1821,12044,9673,11494,15981329
1362,1200,2,2,0.8521360668880998,1842.7971774193547,0.617734971770176,1291,12044,7440,8731,13710411
1362,1400,2,3,0.9119117647058823,2262.1572327044023,0.5148621720358685,599,12044,6201,6800,14027637
1362,1700,2,4,0.5297266835728374,3095.382446808511,0.15609432082364663,1669,12044,1880,3549,5819319
1362,1900,2,5,0.2077922077922078,3827.9305555555557,0.01195616074393889,549,12044,144,693,551222
1362,2500,2,6,0.15384615384615385,3321.0,0.00016605778811026238,11,12044,2,13,6642
1363,1200,2,1,0.6888027499451473,1857.4990443830961,0.6692247566261635,4255,14073,9418,13673,17493926
1363,1400,2,2,0.6337662337662338,1732.6732345523328,0.45079229730689974,3666,14073,6344,10010,10992079
1363,1600,2,3,0.6712351663045295,2085.898655378486,0.2853691465927663,1967,14073,4016,5983,8376969
1363,2100,2,4,0.5585168018539977,2776.417012448133,0.03424998223548639,381,14073,482,863,1338233
1363,2000,2,5,0.7125271542360608,2500.5213414634145,0.06992112555958217,397,14073,984,1381,2460513
1363,2600,2,6,0.0975609756097561,2336.625,0.0005684644354437575,74,14073,8,82,18693
1346,1000,4,1,0.9303742384682332,2005.3208606173994,0.7831501831501831,80,1365,1069,1149,2143688
1346,1400,4,2,0.8823529411764706,1669.8363636363636,0.4835164835164835,88,1365,660,748,1102092
1346,1600,4,3,0.6340425531914894,1799.9194630872482,0.21831501831501832,172,1365,298,470,536376
1346,1600,4,4,0.946969696969697,1586.5,0.18315018315018314,14,1365,250,264,396625
1346,1700,4,5,0.92,1608.7888198757764,0.11794871794871795,14,1365,161,175,259015
1346,2000,4,6,0.8813559322033898,2026.0,0.0761904761904762,14,1365,104,118,210704
1346,2300,4,7,0.5432098765432098,2862.909090909091,0.03223443223443224,37,1365,44,81,125968
1346,2700,4,8,0.6153846153846154,1786.25,0.005860805860805861,5,1365,8,13,14290
1346,2900,4,9,0.6,3398.6666666666665,0.002197802197802198,2,1365,3,5,10196
1359,1000,2,1,0.8848941934539064,1179.6099296648738,0.8495009138197667,1572,14226,12085,13657,14255586
1359,1000,2,2,0.9526850995882007,1222.493913196895,0.7968508364965556,563,14226,11336,11899,13858191
1359,1700,2,3,0.36560693641618497,2798.7513175230565,0.21341206242091945,5268,14226,3036,8304,8497009
1359,2000,2,4,0.35534934497816595,2259.86866359447,0.0915225643188528,2362,14226,1302,3664,2942349
1359,2000,2,5,0.95,1986.8504594820383,0.084141712357655,63,14226,1197,1260,2378260
1359,2900,2,6,0.10810810810810811,2872.75,0.001124701251230142,132,14226,16,148,45964
1358,800,2,1,0.9699951827128208,959.1593472862718,0.95114380187597,436,14819,14095,14531,13519351
1358,1000,2,2,0.9339707444635122,1447.8124070347362,0.7712396248059923,808,14819,11429,12237,16547048
1358,1600,2,3,0.5092817821021636,2626.67848164907,0.26843916593562317,3833,14819,3978,7811,10448927
1358,1900,2,4,0.5153238546603476,2868.579399141631,0.11006140765233821,1534,14819,1631,3165,4678653
1358,2400,2,5,0.22,2824.5371900826444,0.00816519333288346,429,14819,121,550,341769
1358,2700,2,6,0.11764705882352941,2829.0,0.000134961873270801,15,14819,2,17,5658
1360,800,3,1,0.9484896396771241,1023.5262326723987,0.8998894678667299,619,12666,11398,12017,11666152
1360,800,3,2,0.9817386831275721,779.2113352545629,0.9040738986262434,213,12666,11451,11664,8922749
1360,1100,3,3,0.8404692082111437,1238.3621772505235,0.6788252013263856,1632,12666,8598,10230,10647438
1360,1300,3,4,0.6745534678728833,1504.8815337001377,0.4591820622138007,2806,12666,5816,8622,8752391
1360,1300,3,5,0.9438295060300678,1679.6812532819883,0.4510500552660666,340,12666,5713,6053,9596019
1360,1700,3,6,0.5222929936305732,2043.1425891181989,0.08416232433285963,975,12666,1066,2041,2177990
1360,1900,3,7,0.29322033898305083,2044.0982658959538,0.027317227222485394,834,12666,346,1180,707258
1360,2100,3,8,0.6178010471204188,2087.14406779661,0.00931627980420022,73,12666,118,191,246283
1347,800,4,1,0.9974789915966387,231551.24852569503,0.5824337585868499,3,2038,1187,1190,274851332
1347,900,4,2,0.9222797927461139,18115.223595505617,0.436702649656526,75,2038,890,965,16122549
1347,800,4,3,0.997289972899729,12813.210597826086,0.36113837095191365,2,2038,736,738,9430523
1347,1300,4,4,0.996268656716418,26799.01498127341,0.2620215897939156,2,2038,534,536,14310674
1347,1600,4,5,0.9809322033898306,24139.490280777536,0.22718351324828262,9,2038,463,472,11176584
1354,900,2,1,0.9429095915557595,1210.220383529641,0.8968136185072021,622,11455,10273,10895,12432594
1354,1200,2,2,0.8738051766727527,1393.0014749262536,0.7102575294631165,1175,11455,8136,9311,11333460
1354,1400,2,3,0.9930976430976431,2179.954229530429,0.5149716281099956,41,11455,5899,5940,12859550
1354,2000,2,4,0.9780960404380792,1979.8217054263566,0.10135312090790048,26,11455,1161,1187,2298573
1354,1900,2,5,0.394227817009518,2177.1674454828662,0.11209079004801396,1973,11455,1284,3257,2795483
1354,2100,2,6,0.6835748792270532,2294.4664310954063,0.024705368834570057,131,11455,283,414,649334
1354,2500,2,7,0.7878787878787878,2050.2115384615386,0.004539502400698385,14,11455,52,66,106611
1354,2600,2,8,0.6842105263157895,2359.6153846153848,0.0011348756001745963,6,11455,13,19,30675
1355,1200,2,1,0.7643995098039216,1518.32625250501,0.6522875816993464,2307,11475,7485,9792,11364672
1355,1200,2,2,0.7381150093419141,1601.790887357615,0.6196949891067538,2523,11475,7111,9634,11390335
1355,1800,2,3,0.47959183673469385,2307.1439565414216,0.19250544662309368,2397,11475,2209,4606,5096481
1355,1400,2,4,0.8813937521455544,2212.001557935735,0.4474945533769063,691,11475,5135,5826,11358628
1355,2100,2,5,0.6301652892561983,2073.527868852459,0.05315904139433551,358,11475,610,968,1264852
1355,2600,2,6,0.059602649006622516,2507.4444444444443,0.000784313725490196,142,11475,9,151,22567
1353,800,3,1,0.9587779564391171,1130.9566244854398,0.8709913020383773,564,15061,13118,13682,14835889
1353,800,3,2,0.9698743575099943,1179.8939349330192,0.9020649359272293,422,15061,13586,14008,16030039
1353,1000,3,3,0.9972843305874898,1576.5772896432786,0.7314919328065865,30,15061,11017,11047,17369152
1353,1600,3,4,0.7698721511951084,2626.7332129963897,0.183918730495983,828,15061,2770,3598,7276051
1353,1900,3,5,0.17921686746987953,2479.13025210084,0.015802403558860634,1090,15061,238,1328,590033
1353,2200,3,6,0.3516483516483517,2204.78125,0.00212469291547706,59,15061,32,91,70553
1349,1600,1,1,0.934991974317817,1232.904721030043,0.9334935897435898,81,1248,1165,1246,1436334
1349,2000,1,2,0.7119796091758709,2367.236276849642,0.6714743589743589,339,1248,838,1177,1983744
1349,2000,1,3,0.8953252032520326,2885.4824063564133,0.7059294871794872,103,1248,881,984,2542110
1349,3200,1,4,0.8333333333333334,3328.2,0.008012820512820512,2,1248,10,12,33282
1349,3500,1,5,0.125,6680.0,0.0008012820512820513,7,1248,1,8,6680
1349,3100,1,6,0.30612244897959184,4391.133333333333,0.01201923076923077,34,1248,15,49,65867
1349,3500,1,7,0.0,0.0,0.0,2,1248,0,2,0
1350,900,2,1,0.863558743169399,1508.617164326676,0.847281561531373,1598,11937,10114,11712,15258154
1350,1400,2,2,0.6799621416982152,2463.8731358122886,0.42129513278043057,2367,11937,5029,7396,12390818
1350,1600,2,3,0.49053388867853087,3268.9965264376688,0.21705621177850382,2691,11937,2591,5282,8469970
1350,2000,2,4,0.24788583509513742,3349.456289978678,0.03928960375303678,1423,11937,469,1892,1570895
1350,2000,2,5,0.5588235294117647,3596.222222222222,0.014325207338527268,135,11937,171,306,614954
1350,3100,2,6,0.125,3831.5,0.00016754628466113765,14,11937,2,16,7663
1352,800,4,1,0.9797486033519553,1441.2947651857132,0.9041890440386681,261,13965,12627,12888,18199229
1352,1200,4,2,0.78572339069471,1738.2091174561972,0.4413891872538489,1681,13965,6164,7845,10714321
1352,1200,4,3,0.8880577427821522,2002.1700901433428,0.48456856426781236,853,13965,6767,7620,13548685
1352,1300,4,4,0.9716295960054471,1931.660593319318,0.3065520945220193,125,13965,4281,4406,8269439
1352,1500,4,5,0.46003996003996006,1538.3789359391965,0.06595059076262083,1081,13965,921,2002,1416847
1352,1500,4,6,0.6036121673003803,1838.0488188976378,0.04547081990691013,417,13965,635,1052,1167161
1352,1600,4,7,0.9561091340450771,1819.1104218362284,0.05771571786609381,37,13965,806,843,1466203
1351,800,4,1,0.998894783377542,618.2839123699933,0.9625133120340789,5,4695,4519,4524,2794025
1351,900,4,2,0.803724577309483,686.709756097561,0.6986155484558041,801,4695,3280,4081,2252408
1351,1400,4,3,0.6230643846780766,1201.1778940483975,0.3256656017039404,925,4695,1529,2454,1836601
1344,1600,1,1,0.9640449438202248,940.0637140637141,0.9540400296515937,48,1349,1287,1335,1209862
1344,2000,1,2,0.720949263502455,2217.528944381385,0.6530763528539659,341,1349,881,1222,1953643
1344,2600,1,3,0.23374827109266944,2376.775147928994,0.12527798369162343,554,1349,169,723,401675
1344,2700,1,4,0.4034090909090909,2814.0985915492956,0.05263157894736842,105,1349,71,176,199801
1344,3100,1,5,0.38461538461538464,4380.8,0.0037064492216456633,8,1349,5,13,21904
1344,3200,1,6,0.7272727272727273,3423.75,0.005930318754633061,3,1349,8,11,27390
1345,800,2,1,0.9162250623441397,1279.808964871991,0.8541848299912816,1075,13764,11757,12832,15046714
1345,1100,2,2,0.8087949035568925,1986.738650038289,0.6641238012205755,2161,13764,9141,11302,18160778
1345,1600,2,3,0.5039619651347068,2041.7150943396227,0.23103748910200522,3130,13764,3180,6310,6492654
1345,2000,2,4,0.3677581863979849,3036.77397260274,0.04242952630049404,1004,13764,584,1588,1773476
1345,2600,2,5,0.018292682926829267,3083.0,0.00043591979075850045,322,13764,6,328,18498
1345,2700,2,6,0.03333333333333333,2987.0,7.265329845975008e-05,29,13764,1,30,2987
1348,800,2,1,0.9378006413682523,1411.233525682126,0.9225764048636215,931,15215,14037,14968,19809485
1348,1400,2,2,0.7537886441705395,2756.722155207077,0.4903713440683536,2437,15215,7461,9898,20567904
1348,1600,2,3,0.7121239416321383,3239.5618517581584,0.2598093986197831,1598,15215,3953,5551,12805988
1348,1900,2,4,0.7240902809765085,2948.2201017811703,0.10331909300032863,599,15215,1572,2171,4634602
1348,2400,2,5,0.17613636363636365,2969.5806451612902,0.006112389089714098,435,15215,93,528,276171
1348,2600,2,6,0.12631578947368421,2777.0,0.0007886953664147223,83,15215,12,95,33324
1342,1000,2,1,0.8251846877098724,1218.8081712378937,0.8060220414589346,2603,15244,12287,14890,14975496
1342,1100,2,2,0.9654188948306596,1457.707717872969,0.7105746523222252,388,15244,10832,11220,15789890
1342,1600,2,3,0.4932192231731402,2709.3681260010676,0.24573602728942534,3849,15244,3746,7595,10149293
1342,1900,2,4,0.68077900084674,2340.144278606965,0.10548412490160063,754,15244,1608,2362,3762952
