contest_id,q_rating,contest_type,question_no,accuracy,avg_solving_time,sub_ratio,tried_but_cannot_solved,total_participant,total_correct_sub_for_each_q,total_sub_for_each_q,total_time_to_sove_q
1263,1100,2,1,0.7820282924885436,1539.0993630573248,0.7379206617785298,1094,5319,3925,5019,6040965
1263,1400,2,2,0.7545507927187316,1672.8778210116732,0.48317352885880804,836,5319,2570,3406,4299296
1263,1400,2,3,0.8680280402316367,1671.0172050561798,0.5354389922917842,433,5319,2848,3281,4759057
1263,1500,2,4,0.9052815364469664,1420.5438765670203,0.3899229178416996,217,5319,2074,2291,2946208
1263,2100,2,5,0.5376,2503.8630952380954,0.0631697687535251,289,5319,336,625,841298
1263,2400,2,6,0.45454545454545453,2706.2,0.006580184245158865,42,5319,35,77,94717
1260,1000,2,1,0.9390029325513196,1302.9723089735583,0.841745531019979,312,5706,4803,5115,6258176
1260,1300,2,2,0.7613275039745628,1486.0198381623597,0.6713985278654049,1201,5706,3831,5032,5692942
1260,1700,2,3,0.4812533476164971,2179.352810239288,0.314931650893796,1937,5706,1797,3734,3916297
1260,1900,2,4,0.4937150837988827,2872.5728429985857,0.12390466175955135,725,5706,707,1432,2030909
1260,2400,2,5,0.3426124197002141,2153.93125,0.028040658955485454,307,5706,160,467,344629
1260,2700,2,6,0.38095238095238093,4364.75,0.0028040658955485456,26,5706,16,42,69836
1227,1100,4,1,0.8061749571183533,1450.5457446808512,0.7309486780715396,226,1286,940,1166,1363513
1227,1200,4,2,0.7488584474885844,1675.0060975609756,0.5101088646967341,220,1286,656,876,1098804
1227,1700,4,3,0.8805970149253731,2295.512711864407,0.18351477449455678,32,1286,236,268,541741
1227,1600,4,4,0.8822222222222222,2176.889168765743,0.30870917573872475,53,1286,397,450,864225
1227,1800,4,5,0.3395348837209302,1529.0,0.056765163297045104,142,1286,73,215,111617
1227,2200,4,6,0.36,2353.3333333333335,0.006998444790046656,16,1286,9,25,21180
1227,2200,4,7,0.7647058823529411,1975.3076923076924,0.01010886469673406,4,1286,13,17,25679
1227,2400,4,8,0.625,390.4,0.0038880248833592537,3,1286,5,8,1952
1227,2600,4,9,0.25,1604.0,0.0007776049766718507,3,1286,1,4,1604
1261,1700,1,1,0.9863013698630136,1117.2162698412699,0.9581749049429658,7,526,504,511,563077
1261,1600,1,2,0.998046875,739.7260273972603,0.9714828897338403,1,526,511,512,378000
1261,1800,1,3,0.9878048780487805,928.8395061728395,0.9239543726235742,6,526,486,492,451416
1261,2200,1,4,0.7485380116959064,2234.37109375,0.4866920152091255,86,526,256,342,571999
1261,2200,1,5,0.9688473520249221,1307.646302250804,0.591254752851711,10,526,311,321,406678
1261,2400,1,6,0.8577777777777778,1155.440414507772,0.3669201520912547,32,526,193,225,223000
1261,2600,1,7,0.775,1996.6451612903227,0.11787072243346007,18,526,62,80,123792
1261,3100,1,8,0.5,2336.5555555555557,0.017110266159695818,9,526,9,18,21029
1262,1100,2,1,0.8350035790980673,1338.710672953279,0.7908474576271186,461,2950,2333,2794,3123212
1262,1200,2,2,0.8592503987240829,1669.3814385150813,0.7305084745762712,353,2950,2155,2508,3597517
1262,1700,2,3,0.9015706806282723,2302.9430894308944,0.291864406779661,94,2950,861,955,1982834
1262,1600,2,4,0.9168684422921711,1875.1021126760563,0.38508474576271184,103,2950,1136,1239,2130116
1262,1800,2,5,0.5997109826589595,1618.4,0.14067796610169492,277,2950,415,692,671636
1262,2200,2,6,0.5348837209302325,2557.478260869565,0.007796610169491526,20,2950,23,43,58822
1262,2200,2,7,0.8482142857142857,1712.957894736842,0.03220338983050847,17,2950,95,112,162731
1262,2400,2,8,0.631578947368421,1758.3333333333333,0.004067796610169492,7,2950,12,19,21100
1254,1700,1,1,0.9714714714714715,1585.0556414219475,0.9256080114449213,19,699,647,666,1025531
1254,1800,1,2,0.8880706921944035,1630.363184079602,0.8626609442060086,76,699,603,679,983109
1254,2100,1,3,0.6857142857142857,1495.6640625,0.5493562231759657,176,699,384,560,574335
1254,2300,1,4,0.8731884057971014,2154.1659751037346,0.3447782546494993,35,699,241,276,519154
1254,2700,1,5,0.65,2898.1692307692306,0.09298998569384835,35,699,65,100,188381
1254,3300,1,6,0.6153846153846154,3196.75,0.011444921316165951,5,699,8,13,25574
1255,800,2,1,0.957677331979008,1021.2667491603323,0.941107968724006,250,6011,5657,5907,5777306
1255,1100,2,2,0.8365997060264576,2635.2966325036605,0.5681251039760439,667,6011,3415,4082,8999538
1255,1600,2,3,0.7537198563365829,2932.770592239619,0.24438529362834802,480,6011,1469,1949,4308240
1255,1700,2,4,0.7906542056074767,2311.22695035461,0.0703709865247047,112,6011,423,535,977649
1255,1800,2,5,0.2605548854041013,2149.5925925925926,0.035934120778572616,613,6011,216,829,464312
1255,2100,2,6,0.32075471698113206,1154.1176470588234,0.002828148394609882,36,6011,17,53,19620
1255,2300,2,7,0.75,2373.8888888888887,0.0014972550324405256,3,6011,9,12,21365
1253,1000,2,1,0.8142292490118577,1455.8434466019417,0.7909134538473844,1128,6251,4944,6072,7197690
1253,1400,2,2,0.5600542863605519,1773.9317447495962,0.3960966245400736,1945,6251,2476,4421,4392255
1253,1500,2,3,0.8195153061224489,2159.0070038910508,0.411134218525036,566,6251,2570,3136,5548648
1253,1700,2,4,0.7824074074074074,1818.8001314924393,0.24332106862901937,423,6251,1521,1944,2766395
1253,2200,2,5,0.47480106100795755,2439.927374301676,0.02863541833306671,198,6251,179,377,436747
1253,2500,2,6,0.5862068965517241,2977.5882352941176,0.002719564869620861,12,6251,17,29,50619
